Article	Description	KPWHZO	KPWHLO	KPCASE	KPAVAL	Quantity
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	BLK	K22	NCI300368500480	1	5600
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	BLK	K22	NCI300397900010	1	5600
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	BLK	K22	NCI300397900020	1	3400
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	KLC	FRONTA	NCI300359300513	1	200
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300359300291	1	192
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300368500544	1	192
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300359300670	1	8
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300368500673	1	8
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATEB-W	NCI300368500561	0	200
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATED-W	NCI300368500562	0	200
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATED-W	NCI300368500563	0	1400
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATEO-W	NCI300368500564	0	200
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATEO-W	NCI300368500566	0	200
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATEO-W	NCI300368500567	0	600
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	OUT	GATEV-W	NCI300368500565	0	200
FA067630.05	CHESTERFIELD BLUE (CROWN 3.0) KS BOB 25	PIO	P1-68	NCI300368500560	0	2600
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLL	L06	NCI300329800480	1	2800
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200455	1	160
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200710	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200712	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200713	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200714	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200715	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200716	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200717	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200718	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200719	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200720	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200721	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200722	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200723	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200724	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200725	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200726	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200727	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200728	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200729	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200730	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200731	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200732	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200733	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200734	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200735	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200736	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	HA2	LIKVIDACEL	NCI300275200737	1	200
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300281500010	1	16
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300288000020	1	8
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300432900010	1	8
FA067631.02	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300448400010	1	16
FA067631.03	CHESTERFIELD RED (CROWN 3.0) KS BOB	HA2	LIKVIDACEL	NCI300106100400	1	72
FA067631.03	CHESTERFIELD RED (CROWN 3.0) KS BOB	KLC	ZUMPA	NCI300459600010	1	16
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300372400380	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300372400400	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800010	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800020	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800030	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800040	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800050	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800060	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800070	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800080	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800150	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300379800160	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500130	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500140	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500150	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500160	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500310	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500320	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500330	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500340	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500350	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500360	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500370	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLA	A10	NCI300461500380	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500170	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500180	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500190	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500200	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500210	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500220	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500230	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500240	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500250	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500260	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500390	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500400	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500410	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500420	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500430	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500440	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500450	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500460	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500470	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLB	B05	NCI300461500480	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300372400350	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300372400360	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300372400370	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300372400390	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300372400410	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300372400420	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300480900510	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300480900520	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300487300650	1	5000
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLD	D19	NCI300487300660	1	5200
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200360	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200370	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200380	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200390	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200400	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200410	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200420	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200430	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200440	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200450	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200460	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200470	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200480	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLG	G17	NCI300469200490	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I03	NCI300379800090	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I03	NCI300379800100	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I03	NCI300379800110	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I03	NCI300379800120	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I03	NCI300379800130	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I03	NCI300379800140	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600580	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600590	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600600	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600610	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600620	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600630	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600640	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLI	I26	NCI300379600650	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300480900630	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300480900640	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300480900650	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300480900660	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300487300010	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300487300100	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300487300110	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLJ	J12	NCI300487300120	1	3400
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K13	NCI300460100630	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K13	NCI300460100640	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K13	NCI300460100650	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K13	NCI300460100660	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K26	NCI300461500270	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K26	NCI300461500280	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K26	NCI300461500290	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	BLK	K26	NCI300461500300	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500191	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500192	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500193	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500194	1	152
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500195	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500196	1	184
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500197	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500331	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300361500332	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300372400264	1	184
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300372400265	1	160
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300372400266	1	184
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300372400267	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300372400268	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300372400322	1	192
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300480900533	1	176
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300480900534	1	184
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZDRAVE	NCI300487300040	1	168
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500620	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500630	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500640	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500650	1	48
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500660	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500670	1	16
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500680	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500690	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300361500700	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300372400660	1	16
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300372400670	1	40
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300372400680	1	16
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300372400690	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300372400700	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300372400710	1	8
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300480900680	1	24
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300480900690	1	16
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	KLC	ZUMPA	NCI300487300046	1	32
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	OUT	GATEB-W	NCI300487300061	0	200
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	OUT	GATEB-W	NCI300487300062	0	600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	OUT	GATED-W	NCI300487300063	0	1400
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	OUT	GATEO-W	NCI300487300064	0	800
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	OUT	GATEO-W	NCI300487300066	0	600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	OUT	GATEV-W	NCI300487300065	0	200
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	PIO	P1-57	NCI300487300020	1	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	PIO	P1-57	NCI300487300030	0	5600
FA067631.05	CHESTERFIELD RED (CROWN 3.0) KS BOB 25	PIO	P1-57	NCI300487300060	0	1800
FA067726.10	L&M LOFT (TRUE BLUE) KS BOT 20 SLI	HA2	LIKVIDACEL	NCI300281700040	1	460
FA067726.10	L&M LOFT (TRUE BLUE) KS BOT 20 SLI	KLC	ZUMPA	NCI300281700041	1	30
FA067726.10	L&M LOFT (TRUE BLUE) KS BOT 20 SLI	KLC	ZUMPA	NCI300298900010	1	50
FA067726.10	L&M LOFT (TRUE BLUE) KS BOT 20 SLI	KLC	ZUMPA	NCI300312800010	1	40
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700347	1	136
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700357	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700358	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700359	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700360	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700361	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700362	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700363	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	HA2	LIKVIDACEL	NCI300004700364	1	200
FA069896.15	CHESTERFIELD BLUE KS BOB 22	KLC	ZUMPA	NCI300314200010	1	16
FA069896.15	CHESTERFIELD BLUE KS BOB 22	KLC	ZUMPA	NCI300324200060	1	24
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300425500030	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300425500040	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300425500050	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300490100110	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300490100120	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300490100130	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300490100140	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLH	H09	NCI300490100150	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLI	I10	NCI300490100090	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLI	I10	NCI300490100100	1	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	BLI	I10	NCI300490100160	1	6800
FA069896.18	CHESTERFIELD BLUE KS BOB 22	KLC	ZDRAVE	NCI300355300112	1	192
FA069896.18	CHESTERFIELD BLUE KS BOB 22	KLC	ZDRAVE	NCI300425500011	1	192
FA069896.18	CHESTERFIELD BLUE KS BOB 22	KLC	ZDRAVE	NCI300425500080	1	192
FA069896.18	CHESTERFIELD BLUE KS BOB 22	KLC	ZUMPA	NCI300355300372	1	8
FA069896.18	CHESTERFIELD BLUE KS BOB 22	KLC	ZUMPA	NCI300425500088	1	8
FA069896.18	CHESTERFIELD BLUE KS BOB 22	KLC	ZUMPA	NCI300425500132	1	8
FA069896.18	CHESTERFIELD BLUE KS BOB 22	PIO	P1-71	NCI300425500060	0	11200
FA069896.18	CHESTERFIELD BLUE KS BOB 22	PIO	P1-71	NCI300425500070	0	9000
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700024	1	192
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700230	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700231	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700232	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700233	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700234	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700235	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700236	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700237	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700238	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700239	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700240	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700241	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700242	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700243	1	200
FA069897.16	L&M RED LABEL (BONGO) KS BOB 22	HA2	LIKVIDACEL	NCI300082700244	1	200
